first,cc_num,trans_date_trans_time,merchant,amt,street,city,state,trans_num,merch_lat,merch_long,is_fraud
Amanda,6592074504369261,2019-01-01 03:10:23,fraud_Dickinson Ltd,75.85,8425 Daniel Knolls Suite 288,Philadelphia,PA,fe92c00022684fe7be60b19e6a706679,39.485164000000005,-75.526021,0
Amanda,676248282243,2019-01-01 05:59:53,"fraud_Rowe, Batz and Goodwin",83.69,329 Emily Cape,Cape Coral,FL,a2223d1f957b8950396a5fc124f7e9fd,26.686504,-81.299918,0
Amanda,30135235368675,2019-01-01 07:47:43,"fraud_Robel, Cummerata and Prosacco",77.62,02018 Gary Key Apt. 911,Independence,MO,b5ce075eb7992d3fc45e500507a0322c,38.748636,-94.884859,0
Amanda,675990301623,2019-01-01 08:12:07,"fraud_Lind, Huel and McClure",49.68,6682 Green Forks,Ogdensburg,NJ,8a5d21b6f17fa4ec98dcc4675def9289,41.396255,-73.987344,0
Amanda,675990301623,2019-01-01 09:35:15,fraud_Auer-Mosciski,90.46,6682 Green Forks,Ogdensburg,NJ,837198cbece21682373cd6c48ed48d3d,40.077777000000005,-75.57131,0
Amanda,370612217861404,2019-01-01 10:18:01,fraud_Kuhic Inc,198.66,298 Kayla Lights,Bristol,PA,8879d2830eb6b3c1571e748e3496d165,40.171215,-73.905119,0
Amanda,4584931703207308232,2019-01-01 11:06:24,fraud_Gislason Group,6.7,8152 Brittany Centers,Dallas,TX,679a6efcb617572e972d526cc17d9fdd,32.935745000000004,-95.728118,0
Amanda,30135235368675,2019-01-01 12:59:20,"fraud_Crist, Jakubowski and Littel",74.22,02018 Gary Key Apt. 911,Independence,MO,d355c6d214ff0ff59c941504ec72ee79,38.442726,-94.42199,0
Amanda,675990301623,2019-01-01 13:28:21,fraud_Lynch-Wisozk,20.31,6682 Green Forks,Ogdensburg,NJ,f18b71670d59c908e7d979c5ebd2ccbb,40.707374,-73.912787,0
Amanda,5289285402893489,2019-01-01 13:35:06,fraud_Yost-Rogahn,4.66,08580 Jeremy Falls,Bay City,OR,d5fb4394cb0aba8eb44b3b9e53e09eed,45.811261,-123.080707,0
Amanda,30501624614310,2019-01-01 14:08:47,"fraud_Yost, Schamberger and Windler",73.93,180 Graves Shore,Scotia,SC,c034377e83e2488727c99c5614f11dcb,32.457907,-81.348673,0
Amanda,30501624614310,2019-01-01 14:50:34,fraud_Dibbert-Green,1.6,180 Graves Shore,Scotia,SC,bfbec44c30ba21d86d0742949761ee86,32.31765,-82.0117,0
Amanda,30501624614310,2019-01-01 15:15:05,fraud_Breitenberg-Hermiston,56.67,180 Graves Shore,Scotia,SC,90ddd940c207d07737c608863143bb4b,33.401397,-81.110781,0
Amanda,370612217861404,2019-01-01 16:06:07,"fraud_Hahn, Douglas and Schowalter",4.37,298 Kayla Lights,Bristol,PA,5be612692a03034431e37dadcb9280b6,39.306176,-75.571331,0
Amanda,675990301623,2019-01-01 16:34:19,"fraud_Bins, Balistreri and Beatty",187.26,6682 Green Forks,Ogdensburg,NJ,9f0e65e83950cf6b4ea8f47d98ef9d1a,40.661551,-75.0871,0
Amanda,370612217861404,2019-01-01 17:17:37,"fraud_Windler, Goodwin and Kovacek",238.29,298 Kayla Lights,Bristol,PA,dc2ebc70888063d67b849ef4bb0e518c,40.64983,-74.677092,0
Amanda,30501624614310,2019-01-01 18:52:25,"fraud_Zboncak, Rowe and Murazik",2.46,180 Graves Shore,Scotia,SC,ef92e6085eb9204213287270def25142,33.396599,-81.732475,0
Amanda,4584931703207308232,2019-01-01 18:54:09,fraud_Schumm PLC,1.15,8152 Brittany Centers,Dallas,TX,3cc764095b5338160465bf9bed88d9a4,31.847589000000003,-96.025811,0
Amanda,30501624614310,2019-01-01 21:17:49,fraud_Jakubowski Inc,44.03,180 Graves Shore,Scotia,SC,b155575b3a6cadb74d425d0876c96e0a,32.039326,-80.86461899999999,0
Amanda,30501624614310,2019-01-01 21:51:22,"fraud_Watsica, Haag and Considine",4.25,180 Graves Shore,Scotia,SC,bb521a6e24619e031048f67491032417,32.106656,-80.594083,0
Amanda,675990301623,2019-01-01 22:20:48,"fraud_Yost, Schamberger and Windler",10.48,6682 Green Forks,Ogdensburg,NJ,683818b31674d6cf00cc68cb82c28bd7,41.600555,-74.931391,0
Amanda,5289285402893489,2019-01-01 22:21:55,fraud_Rau-Robel,88.63,08580 Jeremy Falls,Bay City,OR,e8eaa26dc34ab242278c0ed860cf0f74,45.436643,-123.960131,0
Amanda,6592074504369261,2019-01-01 23:14:44,"fraud_Labadie, Treutel and Bode",120.88,8425 Daniel Knolls Suite 288,Philadelphia,PA,185bd4c56d215e86066e5ea7596766f7,40.372722,-74.033387,0
Amanda,675990301623,2019-01-01 23:49:28,fraud_Daugherty-Thompson,5.83,6682 Green Forks,Ogdensburg,NJ,c5ed7e5ff7edcb506e2af2c1016f325d,41.675321,-73.989317,0
Amanda,30501624614310,2019-01-01 23:59:40,fraud_Kutch-Wilderman,4.54,180 Graves Shore,Scotia,SC,fbed5d308e7e5920356a9950a73f7afb,32.836787,-81.75383599999999,0
Amanda,30501624614310,2019-01-02 01:26:11,fraud_Spinka-Welch,51.4,180 Graves Shore,Scotia,SC,c99bb062d0b6cd2ca126f5cf02bd287d,33.338079,-80.793524,0
Amanda,370612217861404,2019-01-02 14:20:16,fraud_Botsford and Sons,163.26,298 Kayla Lights,Bristol,PA,e5df16ff167a2b6e723629927994b28c,40.629576,-73.866674,0
Amanda,30135235368675,2019-01-02 20:58:18,fraud_Sawayn PLC,3.71,02018 Gary Key Apt. 911,Independence,MO,fc9b47d7aac30885b94391ba8fe8b202,38.857916,-94.160519,0
Amanda,3567527758368741,2019-01-02 22:15:39,"fraud_Kling, Howe and Schneider",45.55,14601 Downs Skyway Apt. 440,Sterling City,TX,df23814fbf7ea299546f1eb0cf1e7275,31.77572,-100.757626,0
